,caption,image_id
348386,A baseball player broke his bat after hitting a ball. ,310588
348392,There is a person playing baseball on the field,310588
364408,a small girl with a red shirt is talking on a cell phone,176318
364680,A little girl in a pink shirt is talking on the phone.,176318
364768,"A little, blond girl with bangs talks on a silver cell phone.",176318
364797,a young girl holding a cell phone to her ear,176318
364919,A girl stands while talking on a cell phone. ,176318
78345,A crowded intersection near skyscrapers in a city.,95202
78406,Traffic moving through a busy intersection at night.,95202
78581,The city skyscrapers are lit up at night.,95202
78614,A city shows lit up buildings at night on the street.,95202
78744,A city street at twilight showing a bus crossing the intersection and people standing on the corner.,95202
141363,Black and white old fashioned photo of a young man pulling a cow.,179405
141407,A man walking his baby cow down a sidewalk.,179405
141579,A boy is trying to pull a stubborn cow down the dirt road.,179405
141686,A man tries to lead a stubborn cow down the street.,179405
141723,A young boy leading a resisting calf by a rope,179405
229879,A baseball player carries a mitt and blows a bubblegum bubble.,14537
229960,A baseball player chews bubble gum as he stands in the field.,14537
229974,A Dodgers player blowing a bubble with bubble gum.,14537
230000,A baseball player blowing a bubble with bubblegum. ,14537
261801,A Dodgers baseball player blows a bubble while standing on the field.,14537
60633,A man bending over a wooden table with clutter on top of it.,212787
60710,A man leans down to grab something off of a coffee table. ,212787
60731,A person leaning over a small wooden table with stuff.,212787
60764,Adult man placing item on small table in living room area.,212787
60939,A man leans over a coffee table in a room.,212787
360984,A group of people gathered around a table making pizza.,14203
360990,A group of chefs gathering around a table preparing meals.,14203
361033,A bunch of people cooking food together on a table.,14203
361039,Chefs working together to cook and prepare food.,14203
392816,Chefs that are wearing white hats are cooking together.,14203
392817,Chefs that are wearing white hats are cooking together.,14203
395679,A young woman pouring a glass of wine.,93030
395754,woman pouring champagne into a wine tasting glass,93030
395847,A woman at an event pouring glasses of wine,93030
395959,A woman pouring several different kinds of wine,93030
396682,A women pouring some wine into a wine glass.,93030
85695,A man in shorts and no shirt reading a paper on a bench.,576792
85764,A man sitting on a park bench without his shirt on.,576792
85779,Man with no shirt on and blue shorts sitting on a park bench. ,576792
85808,A shirtless man reads the paper on a bench. ,576792
85811,a half naked man seated on a bench reading,576792
191156,Many umbrellas are set up on a sandy beach. ,467646
191263,A PICTURE OF PEOPLE ON A BEACH UNDER A TENT ,467646
191326,A beach lined with lots of umbrellas and lawn chairs.,467646
191353,a beach with lots of umbrellas set up and people laid out,467646
191500,a bunch of beach chairs all in a row,467646
172306,a young man walking in front of an elephant with a woman riding on it's back.,73936
173127,Man leading an elephant down a trail with a woman riding.,73936
173279,A man on foot leading an woman riding and an elephant.,73936
173315,A woman riding an elephant being lead by a man,73936
173320,A woman rides an elephant led by a man in front.,73936
77079,City street with cars and motorcycles parked by the curb.,346445
77102,A couple finishing crossing an intersection as a car drives by.,346445
77106,A road lined with motorcycles and cars passing by.,346445
77145,A car passing through an intersection with a non-functioning traffic light.,346445
77296,car going down the street just passed the traffic lights,346445
270422,A man flying through the air while riding a skateboard.,492548
270973,a skate boarder jumping his skate board in parking lot.,492548
271053,A boy is performing a skateboard stunt in an empty garage.,492548
271227,A person is skateboarding in a parking garage.,492548
271251,A man performing tricks on a skateboard inside.,492548
373057,A man swinging a tennis racket during a tennis match.,178207
373087,A man in yellow shirt and white shorts playing a game of tennis.,178207
373106,A man arching his back in order to serve a tennis ball.,178207
373109,A tennis player getting ready to hit the ball at a tennis court. ,178207
373162,A tennis player is beginning to serve a ball.,178207
191674,A young child pulling a bag of luggage behind him.,577051
191845,A kid is dragging a suitcase down the side walk.,577051
191859,A boy pulls his suitcase down the sidewalk in a neighborhood.,577051
191973,A child is walking down the street with his bag. ,577051
191992,A kid pulls an orange toy behind him as he walks.,577051
281938,A woman sitting in front of a blue cake filled with candles.,565424
281993,THERE IS A WOMAN THAT IS SITTING AT THTE TABLE WITH A BRTHDAY CAKE ,565424
282000,a girl blowing out the candles on her birthday cake,565424
282087,A young girl blowing out candles on a cake,565424
282188,A little girl that is sitting in front of a birthday cake.,565424
133628,A man hanging sideways from a stop sign.,382107
133658,A man holding himself sideway on a street sign ,382107
133732,A man climbs onto a stop sign acrobatically. ,382107
133784,A man twisting himself around a stop sign that has been grafitti,382107
134027,A man is trying to climb a stop sign pole.,382107
382983,A man talking on a cell phone as he walks down the street.,105589
383182,A man talking on a phone while walking down a street.,105589
383219,Man in blue coat using phone on busy city sidewalk.,105589
383248,A MAN IN A BLUE AND BLACK JACKET TALKING ON HIS PHONE ,105589
383300,a man talking on a cell phone walking among other people,105589
225499,Two individuals being pulled in a slay by horses.,19471
225547,Two people ride in a horse drawn sled.,19471
225607,A couple of black horses walking across a snow covered field.,19471
225644,A sled pulled by two horses across the snow.,19471
225694,Two horses pulling a wagon with people in it,19471
226267,Three police officers on horseback on a city sidewalk,269462
226279,some police officers are riding horses in a city,269462
226349,Police officers on horseback at a city intersection.,269462
226554,Three mounted police men on a city sidewalk.,269462
226649,Three police officers mounted on horseback wait to cross the street. ,269462
265610,A man serving ice cream to a lady.,292730
265634,A man wearing glasses standing at a table in front of a woman.,292730
265827,Lady being served a plate of ice cream in a restaurant.,292730
265898,A man serving a birthday cake to a woman ,292730
266672,A man brings a desert with candles to a woman at a table.,292730
